,Unnamed: 0,Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
425,425,fire-boltt,3999.0,9999.0,60.0060006,3.7,2571.0,Circle,Blue,Rubber,Yes,22.0,Yes,0.1,75.0
426,426,fire-boltt,3599.0,5999.0,40.00666778,5.0,3.0,Rectangle,Black,Silicon,Yes,22.0,Yes,1.4,75.0
427,427,fire-boltt,3799.0,9999.0,62.00620062,3.7,2571.0,Square,Black,Rubber,Yes,3.5,Yes,0.1,75.0
428,428,fire-boltt,3499.0,9999.0,65.00650065,3.7,2571.0,Rectangle,Pink,Rubber,Yes,8.0,Yes,0.1,75.0
429,429,fire-boltt,3499.0,9999.0,65.00650065,3.7,2571.0,Square,Blue,Rubber,Yes,8.0,Yes,0.1,75.0
430,430,fire-boltt,5599.0,9999.0,44.00440044,2.5,2571.0,Square,White,Silicon,Yes,22.0,Yes,1.7,75.0
431,431,fire-boltt,3999.0,9999.0,60.0060006,3.7,3.0,Square,Pink,Silicon,Yes,22.0,Yes,1.7,75.0
432,432,fire-boltt,3699.0,11999.0,69.17243104,2.5,2571.0,Square,Black,Silicon,Yes,8.0,Yes,1.8,75.0
433,433,fire-boltt,3899.0,11999.0,67.50562547,2.5,2571.0,Square,Green,Silicon,Yes,22.0,Yes,1.8,75.0
434,434,fire-boltt,2298.0,5999.0,61.6936156,3.6,5.0,Square,Black,Rubber,Yes,22.0,Yes,0.1,75.0
435,435,fire-boltt,3299.0,11999.0,72.50604217,2.5,2571.0,Square,Black,Silicon,Yes,3.5,Yes,1.8,75.0
436,436,fire-boltt,1999.0,5999.0,66.67777963,3.7,2571.0,Square,Black,Rubber,Yes,22.0,Yes,0.1,75.0
437,437,fire-boltt,3599.0,9999.0,64.00640064,3.7,2571.0,Square,Blue,Rubber,Yes,22.0,Yes,0.1,75.0
438,438,fire-boltt,3599.0,9999.0,64.00640064,3.7,2571.0,Square,Red,Rubber,Yes,22.0,Yes,0.1,75.0
439,439,fire-boltt,5998.0,9999.0,40.0140014,2.5,2571.0,Rectangle,Blue,Silicon,Yes,22.0,Yes,1.3,75.0
440,440,fire-boltt,5599.0,9999.0,44.00440044,2.5,2571.0,Square,Blue,Silicon,Yes,22.0,Yes,1.3,75.0
441,441,fire-boltt,2899.0,4999.0,42.00840168,2.5,2571.0,Square,Grey,Silicon,Yes,22.0,Yes,1.3,75.0
442,442,fire-boltt,3999.0,9999.0,60.0060006,3.7,6.0,Square,White,Rubber,Yes,22.0,Yes,1.7,75.0
443,443,fire-boltt,4599.0,7999.0,42.50531316,2.5,2571.0,Square,Black,Silicon,Yes,22.0,Yes,1.7,75.0
444,444,fire-boltt,6999.0,15999.0,56.25351584,2.6,2571.0,Circle,Brown,Silicon,Yes,8.0,Yes,1.4,75.0
445,445,fire-boltt,5999.0,8999.0,33.33703745,2.5,2571.0,Circle,Grey,Silicon,Yes,22.0,Yes,1.3,75.0
446,446,fire-boltt,3700.0,9999.0,62.99629963,3.7,2571.0,Square,Black,Silicon,Yes,8.0,Yes,0.1,75.0
447,447,fire-boltt,5999.0,8999.0,33.33703745,2.5,2571.0,Circle,Gold,Silicon,Yes,22.0,Yes,1.3,75.0
448,448,fire-boltt,3200.0,7999.0,59.99499937,3.7,2571.0,Square,Blue,Silicon,Yes,22.0,Yes,0.1,75.0
449,449,fire-boltt,3000.0,7999.0,62.49531191,3.7,2571.0,Square,Black,Silicon,Yes,22.0,Yes,0.1,75.0
